"","driving_duration","idel_duration","heat_duration","med_speed","peak_speed","speed1","speed2","speed3","speed4","speed5","acc1","acc2","acc3","acc4","ret1","ret2","ret3","ret4","ret5","weekday_driving_ratio","energy_eff_mean","hvac_on_ratio","large_steering_angle_diff_mean","cluster"
"1",1.82967325216317,-1.82967325216317,-0.910893026202139,2.1391237997606,1.24056012901225,-2.09569191745528,-0.166869068625,1.84515319550218,1.15876949085492,2.42657939658626,-0.803196356418313,-0.583729442172488,-0.246492633305591,-0.0988507062816738,-0.279338874888315,-0.336633986006055,-0.0742917279581393,-0.264374425531624,-0.727924916212349,1.14845817016234,-2.00855583276631,-0.659682161141282,-0.967167494377736,"A"
"2",0.763721799722649,-0.763721799722649,-0.630080634186948,0.860685790848438,0.964524498886984,-0.981141774302823,1.33254865837221,1.22306637120017,-0.0626514349497953,-0.204258297873593,-0.0178646617798849,0.414785655710684,0.346172795438416,0.741646489729971,-0.279338874888315,-0.316669880611118,-0.178783634085352,-0.207128451673956,-0.253008814137089,-2.02105160098415,-0.167643104763764,-0.233243871639688,-0.879751149707963,"A"
"3",-0.205224838666087,0.205224838666086,-0.961620596514421,0.51202087932694,0.272435165384502,-0.267395091815421,-0.469078053636543,1.09276449010995,0.415608194660793,-0.524590435649833,-0.72129212566799,-0.579950042185265,-0.190251133071999,0.121198789514908,-0.279338874888315,-0.311093169583686,-0.547760471482831,-0.736616983041446,-0.894579614401459,0.0919549131135095,0.0844443616923493,-0.125152077493858,-0.924991921291042,"A"
"4",-0.10971615650242,0.10971615650242,0.701725751765935,-0.998860403932883,1.6326107341177,-0.613823986405954,-1.2237463564464,-0.0159871237456851,1.39191513054305,1.20551950016659,0.031504821580305,1.44664574649967,1.76068558041442,-0.375386121758181,0.328959664273891,0.891725301124983,1.28967741465768,0.753805785224506,-0.284142545767076,-0.260212839236101,-1.58402456427078,0.563797366755659,-0.843556653042919,"B"
"5",0.922653853112236,-0.922653853112236,-1.01718714503657,-0.359641399476804,0.148419157647066,-1.20738773995891,1.23146664818916,0.778746588500813,0.436243609003994,0.294203198778502,-0.590618613119244,-0.54994732199427,-0.531753575931827,0.00655008732207698,0.922923299336989,-0.108337713384166,-0.479727361565027,-0.617949728979419,-0.616514771432344,-0.260212839236101,-1.48514540285297,-0.148052271909335,-0.737654604861703,"B"
"6",-0.43694365613181,0.43694365613181,-0.0788461135915881,0.279577604979275,1.0405343100809,0.0905976685615203,0.121110640263789,-0.0646498386522894,-0.347777470886595,0.221064712214367,-0.314641188245214,-0.277863151552594,-0.263038166665463,-0.375386121758181,-0.279338874888315,0.0829610062078778,-0.348749187404167,-0.570955515227188,-0.700549235689235,-3.07755485803298,0.131263851149308,-0.0807424865677614,-0.536358004991264,"B"
"7",-0.278029539079828,0.278029539079828,0.316740555991897,-0.301530580889888,-0.0476061449056625,0.73012315626848,0.314270558958856,-0.983880673561178,-0.532469788555165,-0.583353252106156,-0.663897380851363,-0.602898831296873,-0.531753575931827,-0.375386121758181,-0.279338874888315,-0.466178847679871,-0.247027378978513,-0.482290161199006,-0.0666738276243952,1.32454204633715,0.302131035124548,0.0642227053997299,0.15928668289103,"C"
"8",-0.315170974837076,0.315170974837076,-0.969306210581451,-0.824527948172134,-0.699690314621872,0.812700655615485,-0.145478942337735,-0.382906582295865,-0.718852963971599,-0.587375125270123,0.84083839253275,0.467176454855112,-0.33516270136119,-0.375386121758181,-0.279338874888315,0.0694851815725956,-0.357975798590093,0.281860353187532,0.366159519732174,-0.436296715410906,0.469747248380774,0.354764519609436,0.206841698003355,"C"
"9",-0.0934351549821865,0.0934351549821859,-0.920117283907013,0.395799242153108,-0.503665012069147,-0.00945358225946749,0.802804420394718,0.812178461449079,-0.853706030747195,-0.587375125270123,0.437492254326906,0.380157450103622,-0.299548412489697,0.299921378354739,-0.279338874888315,-0.466178847679871,-0.291534169126226,-0.126928339880021,0.0701809006651992,0.44412266546312,0.67722920727926,1.12684066109327,0.239021890336108,"C"
"10",0.030925144066691,-0.0309251440666904,0.74018394591579,-1.23130367828055,-1.73982457306491,1.475208964457,-1.91174804588149,-1.34614742460803,-0.146367726483736,0.0104999249280755,-0.729980897965272,-0.602898831296873,-0.531753575931827,-0.375386121758181,-0.279338874888315,-0.466178847679871,-0.230671440119821,-0.639116332957696,-0.468280118869896,0.268038789288315,-1.47701372397761,-0.49592868074698,1.25011581224403,"D"
"11",-0.0882977880681291,0.0882977880681285,-0.0704179171363257,-0.475863036650637,-1.85984006442372,0.489826005765132,2.14214291098108,-1.90852169705334,-0.953522474784935,-0.587375125270123,1.82475991755021,-0.344495465900171,1.390905177369,-0.375386121758181,-0.279338874888315,-0.466178847679871,-0.12691838796655,1.10997893125261,1.78056707737822,0.620206541637925,0.59885211242086,0.695181375791779,1.50806334603903,"D"
"12",-0.698721378765816,0.698721378765815,2.21609709012693,-0.41775221806372,-1.08373988697007,0.539020784608367,0.313983814569373,0.11696061607527,-0.952171261179955,-0.587375125270123,-0.355121625198223,-0.516186292573147,-0.531753575931827,-0.375386121758181,-0.279338874888315,-0.466178847679871,-0.323515334664136,-0.593230328449722,0.603611725179603,-0.436296715410906,0.739768688139791,-1.03878721205221,1.32157387144795,"D"
